	X1			X2				X3			WeightedX
[ 0.750072    0.97740794  0.88565752]	-0.0565267567139
[ 0.87791369  0.01925101  0.50671112]	-0.0356143807048
[ 0.7773246   0.99406596  0.82224385]	-0.0538000553462
[ 0.18115828  0.46074944  0.52547661]	-0.0103741596695
[ 0.11456412  0.06755465  0.12892049]	0.0176263020672
[ 0.58677353  0.1652503   0.11822981]	-0.000813222780855
[ 0.76959769  0.12516782  0.59915342]	-0.0372565934515
[ 0.54369991  0.45433488  0.65246238]	-0.0325166579967
[ 0.98553377  0.71586258  0.25141846]	-0.0264731728387
[ 0.7150015   0.46331687  0.27954247]	-0.01664952949
[ 0.72552636  0.37188198  0.93980878]	-0.0570017356183
[ 0.682014    0.96478052  0.09560321]	-0.00566314692077
[ 0.52088163  0.2375505   0.51791468]	-0.0227532721565
[ 0.61524783  0.60601982  0.53193416]	-0.028486031889
[ 0.42648481  0.93833146  0.1634313 ]	0.000455994098701
[ 0.41073917  0.9049789   0.90568911]	-0.0440213107264
[ 0.89887778  0.47608791  0.63304711]	-0.0455357315078
[ 0.50867995  0.21183829  0.45071171]	-0.0180964305574
[ 0.03862342  0.11299619  0.0453861 ]	0.0255974949969
[ 0.62561091  0.59447349  0.17497334]	-0.00712331706325
[ 0.5921459   0.96432492  0.62316171]	-0.0342150545991
[ 0.64057125  0.09986445  0.79190843]	-0.0437838481954
[ 0.40622483  0.94019302  0.31772115]	-0.00814007844544
[ 0.21636267  0.75247915  0.33284225]	-0.000932650660095
[ 0.72448629  0.81055242  0.60060432]	-0.0376392414944
[ 0.82136425  0.13570284  0.5997647 ]	-0.0393861219942
[ 0.24411622  0.35025814  0.63607231]	-0.0192784576067
[ 0.5176847   0.02817519  0.8726597 ]	-0.0435926859201
[ 0.50321329  0.85188941  0.78402034]	-0.0401297149411
[ 0.7450516   0.17201655  0.90482053]	-0.0550385560478
[ 0.47551534  0.35801332  0.94353112]	-0.0472363355486
[ 0.57847758  0.67031651  0.46376597]	-0.0230670571546
[ 0.95209842  0.63791982  0.00390768]	-0.00983078085494
[ 0.42337158  0.4260067   0.63808589]	-0.0267659520313
[ 0.14558821  0.81673295  0.85693336]	-0.0302305508465
[ 0.34669784  0.67099947  0.18345208]	0.00322703820065
[ 0.64429737  0.56953024  0.5932786 ]	-0.0332669341334
[ 0.15709507  0.07909617  0.82081636]	-0.0262399534503
[ 0.92982068  0.51709478  0.52979705]	-0.0406039787823
[ 0.3626171   0.23537187  0.02977102]	0.0132812532703
[ 0.04560615  0.36617357  0.3010134 ]	0.00897927489212
[ 0.40251821  0.39622889  0.18516069]	0.00173918971936
[ 0.65809177  0.70899734  0.09089861]	-0.0036447437648
[ 0.53662943  0.66624586  0.37273567]	-0.0158451881797
[ 0.43657043  0.21530426  0.39223186]	-0.0116756274209
[ 0.78727326  0.09406925  0.66673646]	-0.0419812242731
[ 0.55535924  0.47994493  0.79437013]	-0.0417013390354
[ 0.16513731  0.30937084  0.54962659]	-0.0107458438785
[ 0.23653782  0.44928268  0.01150036]	0.0187594579648
[ 0.16129261  0.9098761   0.58483802]	-0.0145681366406
[ 0.95919298  0.23107384  0.4908238 ]	-0.0385273183211
[ 0.83682405  0.20635018  0.03186625]	-0.00563013066305
[ 0.46079099  0.85309757  0.03980089]	0.0068800008566
[ 0.19441165  0.57364213  0.5331213 ]	-0.0117113829455
[ 0.2102057   0.01802662  0.90114709]	-0.0330598072815
[ 0.32267396  0.35684654  0.51362748]	-0.0149677069351
[ 0.38208077  0.93194708  0.78739472]	-0.0357585312511
[ 0.16501933  0.50638498  0.66077315]	-0.0181109506966
[ 0.30017351  0.80195906  0.94545731]	-0.0417289817982
[ 0.51204959  0.51105563  0.57564653]	-0.0267516791308
[ 0.19411127  0.25639426  0.2172153 ]	0.00850738036871
[ 0.47414328  0.55111681  0.08668932]	0.00441365438596
[ 0.93642277  0.91034723  0.52832914]	-0.0419762770174
[ 0.29317971  0.0187649   0.61762842]	-0.0190971182124
[ 0.63406859  0.415173    0.79063689]	-0.0444089333918
[ 0.26613875  0.59037716  0.45781682]	-0.0100307063511
[ 0.27631463  0.07992046  0.9597451 ]	-0.0394482674229
[ 0.91481404  0.23346787  0.15338154]	-0.0162172447503
[ 0.41820356  0.99776026  0.87349901]	-0.0426407781839
[ 0.21064277  0.07330796  0.23257311]	0.00747232810596
[ 0.03019594  0.25428026  0.33635909]	0.00778105058757
[ 0.08737129  0.63677391  0.75596088]	-0.021215487691
[ 0.10076999  0.41834231  0.5504868 ]	-0.00856880601667
[ 0.74301304  0.05544287  0.79500878]	-0.0479141650856
[ 0.92462839  0.02866803  0.28547257]	-0.0240281587929
[ 0.59828249  0.66952554  0.32337812]	-0.0153028093164
[ 0.92155033  0.92450584  0.1297953 ]	-0.0171557052158
[ 0.3384861   0.18707409  0.03931309]	0.0138077188763
[ 0.48438478  0.21411343  0.37026033]	-0.0122367599919
[ 0.90958798  0.93286482  0.41390436]	-0.0340081744619
[ 0.38186721  0.5736789   0.20406505]	0.000868707568412
[ 0.62856413  0.60823614  0.73442385]	-0.0413549468079
[ 0.52077682  0.08559485  0.66248374]	-0.0310904875323
[ 0.45263327  0.78612482  0.53738045]	-0.0228951758178
[ 0.33129288  0.72647502  0.49990699]	-0.0156020273415
[ 0.01869718  0.88955727  0.87833715]	-0.0267061819815
[ 0.50061504  0.60681055  0.27744447]	-0.00842719027575
[ 0.81360064  0.49628483  0.92519191]	-0.0599959448381
[ 0.79135337  0.46668876  0.94407591]	-0.0601704156977
[ 0.33542907  0.54734354  0.03176629]	0.0132906098347
[ 0.24586746  0.22345404  0.41962616]	-0.00577936044921
[ 0.74862168  0.30044329  0.21077398]	-0.0133027604056
[ 0.79531748  0.59481501  0.84024449]	-0.0543951786908
[ 0.76824992  0.35270736  0.64926015]	-0.0409483229906
[ 0.16283746  0.98432676  0.39182273]	-0.00310141902849
[ 0.98596816  0.92802382  0.34352679]	-0.0327469608448
[ 0.15841456  0.1770174   0.74556757]	-0.0220081417471
[ 0.2113212   0.10922901  0.2597823 ]	0.00567869442437
[ 0.61849233  0.97784225  0.93546261]	-0.0543248092629
[ 0.11492012  0.08400298  0.02940001]	0.0236230686014
[ 0.53359775  0.33533403  0.57764123]	-0.027194983567
[ 0.53957765  0.47841183  0.27334337]	-0.00933657403014
[ 0.19083482  0.78998751  0.83350947]	-0.0305231298455
[ 0.59731055  0.99324001  0.41088174]	-0.0215802931946
[ 0.81188662  0.34033439  0.18532665]	-0.0143923533119
[ 0.96977217  0.27306834  0.9617353 ]	-0.0677562366678
[ 0.84886167  0.53506473  0.47312562]	-0.033985346033
[ 0.42719656  0.61629888  0.41723658]	-0.0140479856888
[ 0.02071557  0.65473772  0.79908085]	-0.0212436535274
[ 0.89616495  0.31909347  0.3895866 ]	-0.0301216784613
[ 0.64268368  0.9230828   0.65615667]	-0.0381100819724
[ 0.06138388  0.43965075  0.15823152]	0.0168231683168
[ 0.67314625  0.43273619  0.46984837]	-0.0264807340724
[ 0.86352613  0.59807499  0.60219103]	-0.0426215145332
